id,name,alt,path
857,RU-Web-Admission-Step-2,RU Web Admission- Step 2,Images/900x675-infoboxes/RU-Web-Admission-Step-2.jpg
858,RU-Web-Admission-Step-3,RU Web Admission- Step 3,Images/900x675-infoboxes/RU-Web-Admission-Step-3.jpg
859,RU-Web-Admission-Step-4,RU Web Admission- Step 4,Images/900x675-infoboxes/RU-Web-Admission-Step-4.jpg
860,RU-Web-Admission-Step-5,RU Web Admission- Step 5,Images/900x675-infoboxes/RU-Web-Admission-Step-5.jpg
861,RU-Web-Admission-Step-6-Visit-campus,RU Web Admission- Step 6 - Visit campus,Images/900x675-infoboxes/RU-Web-Admission-Step-6-Visit-campus.jpg
862,RUFlint -Social Justice,#RUFlint -Social Justice,Images/900x675-infoboxes/RUFlint -Social Justice.jpg
863,Schaumburg-campus-at-sunset-infobox,Schaumburg campus at sunset,Images/900x675-infoboxes/Schaumburg-campus-at-sunset-infobox.jpg
864,schaumburg-landscaping,Schaumburg landscape,Images/900x675-infoboxes/schaumburg-landscaping.jpg
865,Scholarship-Golf-Outing,Scholarship Golf Outing,Images/900x675-infoboxes/Scholarship-Golf-Outing.png
866,ScienceLabImage02,Science Lab Image,Images/900x675-infoboxes/ScienceLabImage02.jpg
867,Seasons-Greetings-900x675,Season's Greetings,Images/900x675-infoboxes/Seasons-Greetings-900x675.jpg
868,seated-students-singing-infobox,seated students singing,Images/900x675-infoboxes/seated-students-singing-infobox.jpg
869,Seth-Boustead-playing-Piano,Seth Boustead playing Piano,Images/900x675-infoboxes/Seth-Boustead-playing-Piano.jpg
870,Smiling-student-BMLA,Smiling student - BMLA,Images/900x675-infoboxes/Smiling-student-BMLA.jpg
871,smiling-student-looking-at-his-paper,Smiling student looking at his paper,Images/900x675-infoboxes/smiling-student-looking-at-his-paper.jpg
872,Smiling-students-Inclusive-Community,Smiling students - Inclusive Community,Images/900x675-infoboxes/Smiling-students-Inclusive-Community.jpg
873,staff-counseling-center,Counseling Center staff,Images/900x675-infoboxes/staff-counseling-center.jpg
874,staff-dean-of-students-recording-jamar-orr,Dean of Students Jamar Orr,Images/900x675-infoboxes/staff-dean-of-students-recording-jamar-orr.jpg
875,staff-Edward-J-Sparling-dog-portrait-historical,Edward J. Sparling with his dog,Images/900x675-infoboxes/staff-Edward-J-Sparling-dog-portrait-historical.jpg
876,staff-HCB-portrait-asghar-sabbaghi,Asghar Sabbaghi,Images/900x675-infoboxes/staff-HCB-portrait-asghar-sabbaghi.jpg
877,staff-skyline-windows-Ali-Malekzadeh,Ali Malekzadeh with Skyline backdrop,Images/900x675-infoboxes/staff-skyline-windows-Ali-Malekzadeh.jpg
878,stiudents-OSR-table,students and faculty around a table,Images/900x675-infoboxes/stiudents-OSR-table.jpg
879,Stocks,stock market graph,Images/900x675-infoboxes/Stocks.jpg
880,string-chamber-ganz-hall,strings students rehearsing in Ganz Hall,Images/900x675-infoboxes/string-chamber-ganz-hall.jpg
881,Stronger-Grant-Announcement_infobox,Four tiled pictures of Roosevelt students walking outside the Auditorium Building and in the classroom,Images/900x675-infoboxes/Stronger-Grant-Announcement_infobox.jpeg
882,student-at-career-fair,Student and employer at Career Fair,Images/900x675-infoboxes/student-at-career-fair.jpg
883,student-ccpa-singing-hospital-whiteshirts,Sharing Notes students singing to a baby in a hospital room,Images/900x675-infoboxes/student-ccpa-singing-hospital-whiteshirts.jpg
884,student-ccpa-theatre-singing-stage-checked,CCPA music student singing on stage in a black-and-white checked dress,Images/900x675-infoboxes/student-ccpa-theatre-singing-stage-checked.jpg
885,student-cleaning-up-creek-service-learning,student helping to clean up a stream,Images/900x675-infoboxes/student-cleaning-up-creek-service-learning.jpg
886,student-composing-at-piano-in-ganz-hall,Roosevelt student composing at piano in Ganz Hall,Images/900x675-infoboxes/student-composing-at-piano-in-ganz-hall.jpg
887,Student-Experience-Get-Involved-Info-Womens-volleyball-team-huddle,Student Experience Get Involved Info - Women's volleyball team huddle,Images/900x675-infoboxes/Student-Experience-Get-Involved-Info-Womens-volleyball-team-huddle.jpg
888,student-front-of-Roosevelt-quote-social-justice,Student front of Roosevelt quote - Social Justice,Images/900x675-infoboxes/student-front-of-Roosevelt-quote-social-justice.jpg
889,student-horn-players-at-center-on-halsted,Student horn players at Center on Halsted,Images/900x675-infoboxes/student-horn-players-at-center-on-halsted.jpg
890,student-in-front-of-blackboard,Student in front of blackboard,Images/900x675-infoboxes/student-in-front-of-blackboard.jpg
891,Student-in-front-of-bookshelves,Student in front of bookshelves,Images/900x675-infoboxes/Student-in-front-of-bookshelves.jpg
892,Student-in-front-of-tree-at-Schaumburg,Student in front of tree at Schaumburg,Images/900x675-infoboxes/Student-in-front-of-tree-at-Schaumburg.jpg
893,Student-in-lab-coat-Life-in-Schaumburg-academics,Student in lab coat - Life in Schaumburg academics,Images/900x675-infoboxes/Student-in-lab-coat-Life-in-Schaumburg-academics.jpg
894,Student-in-Michigan-entrance-Social-Justice-and-Giving-back-InfoBox,Student in Michigan entrance - Social Justice and Giving back,Images/900x675-infoboxes/Student-in-Michigan-entrance-Social-Justice-and-Giving-back-InfoBox.jpg
895,Student-in-red-shorts-at-laptop-Summer-Courses-Online,Student in red shorts at laptop - Summer Courses Online,Images/900x675-infoboxes/Student-in-red-shorts-at-laptop-Summer-Courses-Online.jpg
896,student-in-weight-room-fitness-center,student in Fitness Center weight room,Images/900x675-infoboxes/student-in-weight-room-fitness-center.jpg
897,Student-in-white-shirt,Student in white shirt,Images/900x675-infoboxes/Student-in-white-shirt.jpg
898,Student-on-Graduation-Day,Student on Graduation Day,Images/900x675-infoboxes/Student-on-Graduation-Day.jpg
899,Student-outside-on-Schaumburg-campus-infobox,Student outside on Schaumburg campus,Images/900x675-infoboxes/Student-outside-on-Schaumburg-campus-infobox.jpg
900,Student-raising-hand-in-class-VisitingNonDegree-TuitionAndAid,Student raising hand in class-VisitingNonDegree-TuitionAndAid,Images/900x675-infoboxes/Student-raising-hand-in-class-VisitingNonDegree-TuitionAndAid.jpg
901,Student-sitting-on-res-hall-room-bed-Student-Experience-living-in-Chicago,Student sitting on res hall room bed - Student Experience living in Chicago,Images/900x675-infoboxes/Student-sitting-on-res-hall-room-bed-Student-Experience-living-in-Chicago.jpg
902,Student-with-laptop-infobox,Student with laptop,Images/900x675-infoboxes/Student-with-laptop-infobox.jpg
903,student-working-on-his-laptop,Student working on his laptop,Images/900x675-infoboxes/student-working-on-his-laptop.jpg
904,students-CCPA-acting-stage,Roosevelt acting students performing in a play,Images/900x675-infoboxes/students-CCPA-acting-stage.jpg
905,students-CCPA-brass-quintent-performance-stage,Brass students performing - Quintet,Images/900x675-infoboxes/students-CCPA-brass-quintent-performance-stage.jpg
906,students-CCPA-conservatory-chorus-singing,Conservatory Chorus and Chorale with Brass Ensemble Dress Rehearsal and performance at Fourth Presbyterian Church,Images/900x675-infoboxes/students-CCPA-conservatory-chorus-singing.jpg
907,students-CCPA-dance-performance-stage,dance students performing,Images/900x675-infoboxes/students-CCPA-dance-performance-stage.jpg
908,students-CCPA-dance-rehearsal,Dance class - Performing Arts Programs - Summer at Roosevelt,Images/900x675-infoboxes/students-CCPA-dance-rehearsal.jpg
909,students-CCPA-guitar-performance-ganz-hall,Classical guitar students giving a recital,Images/900x675-infoboxes/students-CCPA-guitar-performance-ganz-hall.jpg
910,students-CCPA-jazz-performance-piano,"Roosevelt jazz students, with a piano player in foreground",Images/900x675-infoboxes/students-CCPA-jazz-performance-piano.jpg
911,students-CCPA-musical-theatre-performance-Chicago,musical theatre students rehearsing,Images/900x675-infoboxes/students-CCPA-musical-theatre-performance-Chicago.jpg
912,students-CCPA-opera-performance-stage,Roosevelt students performing opera,Images/900x675-infoboxes/students-CCPA-opera-performance-stage.jpg
913,students-CCPA-orchestra-performance-stage,CCPA Symphony Orchestra,Images/900x675-infoboxes/students-CCPA-orchestra-performance-stage.jpg
914,students-CCPA-percussion-album-cover-Logan-Fox,Logan Fox Aeolian Classics album cover,Images/900x675-infoboxes/students-CCPA-percussion-album-cover-Logan-Fox.jpg
915,students-CCPA-piano-ganz-hall-bowing,Student bowing after piano performance in Ganz Hall,Images/900x675-infoboxes/students-CCPA-piano-ganz-hall-bowing.jpg
916,students-CCPA-piano-performance,student rehearsing at piano,Images/900x675-infoboxes/students-CCPA-piano-performance.jpg
917,students-CCPA-voice-performance-choir,Roosevelt voice students singing in choir,Images/900x675-infoboxes/students-CCPA-voice-performance-choir.jpg
918,students-CCPA-voice-performance-stage,voice students performing,Images/900x675-infoboxes/students-CCPA-voice-performance-stage.jpg
919,students-CCPA-woodwinds-performance-orchestra,Roosevelt woodwind players in orchestra,Images/900x675-infoboxes/students-CCPA-woodwinds-performance-orchestra.jpg
920,students-chicago-cohort-fountain,Students standing in front of Buckingham fountain,Images/900x675-infoboxes/students-chicago-cohort-fountain.jpg
921,students-child-ccpa-sharing-notes-teaching-classroom,CCPA student participating in Sharing Notes program with child playing drum,Images/900x675-infoboxes/students-child-ccpa-sharing-notes-teaching-classroom.jpg
922,students-cityscape-jogging,Female students jogging - Life in the Loop,Images/900x675-infoboxes/students-cityscape-jogging.jpg
923,students-COE-counseling-2018-conference,A group of people from International Association of Counseling,Images/900x675-infoboxes/students-COE-counseling-2018-conference.jpg
924,students-COE-teaching-small-children-classroom,Harper University Center Educational Studies Program,Images/900x675-infoboxes/students-COE-teaching-small-children-classroom.jpg
925,students-faculty-CAS-sustainability-lecture-outside-Mike-Bryson,CORE Experience,Images/900x675-infoboxes/students-faculty-CAS-sustainability-lecture-outside-Mike-Bryson.jpg
926,students-faculty-medicine-computer,Harper University Center Health Science Administration program,Images/900x675-infoboxes/students-faculty-medicine-computer.jpg
927,students-faculty-st-clair-drake-historical,Early RU students in class - Our Story,Images/900x675-infoboxes/students-faculty-st-clair-drake-historical.jpg
928,students-faculty-staff-2019-social-justice-award-winners,"Roosevelt University President Ali awarded faculty, staff, and students at Roosevelt for their social justice efforts.",Images/900x675-infoboxes/students-faculty-staff-2019-social-justice-award-winners.jpg
929,students-faculty-talking-classroom,CORE Connections,Images/900x675-infoboxes/students-faculty-talking-classroom.jpg
930,students-Fala-standing-street,Admitted Student Day 2019,Images/900x675-infoboxes/students-Fala-standing-street.jpg
931,students-gathering-historical,Black and White image of Roosevelt students,Images/900x675-infoboxes/students-gathering-historical.jpg
932,Students-in-a-class-discussion,Student's in a class discussion,Images/900x675-infoboxes/Students-in-a-class-discussion.jpg
933,Students-in-a-classroom,Three students focused on a paper form,Images/900x675-infoboxes/Students-in-a-classroom.jpg
934,Students-in-class-VisitingNonDegree-Applying,Students in class,Images/900x675-infoboxes/Students-in-class-VisitingNonDegree-Applying.jpg
935,students-in-jeep-in-tanzania-study-abroad,Students on a study abroad trip to Tanzania,Images/900x675-infoboxes/students-in-jeep-in-tanzania-study-abroad.jpg
936,Students-in-lab-Focus-on-Excellence,Students in lab - Focus on Excellence,Images/900x675-infoboxes/Students-in-lab-Focus-on-Excellence.jpg
937,students-in-restorative-justice-project-north-lawndale,Students involved in a restorative justice project in North Lawndale,Images/900x675-infoboxes/students-in-restorative-justice-project-north-lawndale.jpg
938,students-moving-in,students on move-in day,Images/900x675-infoboxes/students-moving-in.jpg
939,students-on-stage-arms-raised,students performing on stage,Images/900x675-infoboxes/students-on-stage-arms-raised.jpg
940,students-portrait-research-symposium,four students standing by a sign for the Student Research Symposium,Images/900x675-infoboxes/students-portrait-research-symposium.jpg
941,students-presenting-podium-screen,students presenting at research symposium,Images/900x675-infoboxes/students-presenting-podium-screen.jpg
942,students-research-lab,students and a professor looking at a screen,Images/900x675-infoboxes/students-research-lab.jpg
943,students-sitting-around-table-and-listening-to-instructor,Students sitting around table and listening to instructor,Images/900x675-infoboxes/students-sitting-around-table-and-listening-to-instructor.jpg
944,students-sitting-in-front-of-red-wall,Four students in front of red wall,Images/900x675-infoboxes/students-sitting-in-front-of-red-wall.jpg
945,students-staff-American-Dream-gardening-Ali-Malekzadeh,Ali and students working in garden - Social Justice,Images/900x675-infoboxes/students-staff-American-Dream-gardening-Ali-Malekzadeh.jpg
946,students-stem,Students holding up a banner that says 'Welcome to the STEM exam',Images/900x675-infoboxes/students-stem.jpg
947,students-studying-floor,Students collaborating and sitting on floor,Images/900x675-infoboxes/students-studying-floor.jpg
948,students-studying-windows-silhouette,CORE Competencies,Images/900x675-infoboxes/students-studying-windows-silhouette.jpg
949,students-talking-with-employer-career-fair,CORE Opportunity,Images/900x675-infoboxes/students-talking-with-employer-career-fair.jpg
950,students-three-studying-windows,CORE Curriculum,Images/900x675-infoboxes/students-three-studying-windows.jpg
951,Students-walking-in-Schaumburg,Students walking in Schaumburg,Images/900x675-infoboxes/Students-walking-in-Schaumburg.jpg
952,students-watching-lecture-classroom-orange,CORE Responsibility,Images/900x675-infoboxes/students-watching-lecture-classroom-orange.jpg
953,Students-wearing-RU-T-Shirts-infobox,Students wearing RU T shirts,Images/900x675-infoboxes/Students-wearing-RU-T-Shirts-infobox.jpg
954,Students-with-elephants-on-study-abroad-trip-Real-World-Experience,Students with elephants on study abroad trip - Real World Experience,Images/900x675-infoboxes/Students-with-elephants-on-study-abroad-trip-Real-World-Experience.jpg
955,subsidized,building icon,Images/900x675-infoboxes/subsidized.png
956,Summer-Immersion-Financial-Trading,Stock Market Ticker,Images/900x675-infoboxes/Summer-Immersion-Financial-Trading.jpg
957,Summer-Session-2018-chicago-summer-infobox,Roosevelt Summer Session - Chicago Summer,Images/900x675-infoboxes/Summer-Session-2018-chicago-summer-infobox.jpg
958,Summer-Session-2018-sounds-of-summer-infobox,Summer Session - Sounds of Summer,Images/900x675-infoboxes/Summer-Session-2018-sounds-of-summer-infobox.jpg
959,Summer-Session-2018-Summer-Residencies-for-Teachers-infobox,Summer Session - Summer Residencies,Images/900x675-infoboxes/Summer-Session-2018-Summer-Residencies-for-Teachers-infobox.jpg
960,Teacher-and-student-Summer-Residencies-for-Teachers,Teacher and student - Summer Residencies for Teachers,Images/900x675-infoboxes/Teacher-and-student-Summer-Residencies-for-Teachers.jpg
961,teacher-in-front-of-class-of-children,Teacher in front of a class of children,Images/900x675-infoboxes/teacher-in-front-of-class-of-children.jpg
962,teacher-prep-students,A large group of students posing for a picture,Images/900x675-infoboxes/teacher-prep-students.jpg
963,teaching-sdtuent-in-roosevelt-shirt-reading-to-kids,An education student reading to children,Images/900x675-infoboxes/teaching-sdtuent-in-roosevelt-shirt-reading-to-kids.jpg
964,Team-huddle-with-hands-together-infobox,Team huddle with hands together,Images/900x675-infoboxes/Team-huddle-with-hands-together-infobox.jpg
965,The-Art-Institute-of-Chicago-Living-in-Chicago-Things-to-do,The Art Institute of Chicago - Living in Chicago - Things to do,Images/900x675-infoboxes/The-Art-Institute-of-Chicago-Living-in-Chicago-Things-to-do.jpg
966,The-Bean-Living-in-Chicago-Things-to-do,'The Bean' - Living in Chicago - Things to do,Images/900x675-infoboxes/The-Bean-Living-in-Chicago-Things-to-do.jpg
967,Theater-students-production,Theater students production,Images/900x675-infoboxes/Theater-students-production.jpg
968,theatre-students-singing-godspell,Musical Theatre students performing,Images/900x675-infoboxes/theatre-students-singing-godspell.jpg
969,three-giftboxes-with-center-one-being-largest,Three giftboxes with center one being largest,Images/900x675-infoboxes/three-giftboxes-with-center-one-being-largest.jpg
970,three-graduates-next-to-each-other-holding-up-their-diploma-in-front-of-them,Three graduates next to each other holding up their diploma in front of them,Images/900x675-infoboxes/three-graduates-next-to-each-other-holding-up-their-diploma-in-front-of-them.jpg
971,three-staff-members,Staff members,Images/900x675-infoboxes/three-staff-members.jpg
972,Three-Students-in-lab-coats-Summer-courses-at-Schaumburg,Three Students in lab coats - Summer courses at Schaumburg,Images/900x675-infoboxes/Three-Students-in-lab-coats-Summer-courses-at-Schaumburg.jpg
973,Three-students-laughing-Summer-at-Roosevelt,Three students laughing - Summer at Roosevelt,Images/900x675-infoboxes/Three-students-laughing-Summer-at-Roosevelt.jpg
974,Train-on-tracks,Train on tracks,Images/900x675-infoboxes/Train-on-tracks.jpg
975,Two-staff-members-at-table,Two staff members at table,Images/900x675-infoboxes/Two-staff-members-at-table.jpg
976,Undergraduate-Students-in-cafeteria-on-Preview-Day-Spring-2017-InfoBox,Undergraduate Students in cafeteria on Preview Day - Spring 2017,Images/900x675-infoboxes/Undergraduate-Students-in-cafeteria-on-Preview-Day-Spring-2017-InfoBox.jpg
977,unsubsidized,unsubsidized loans icon,Images/900x675-infoboxes/unsubsidized.png
978,Volunteers-at-American-Dream-Service-Day,Volunteers at American Dream Service Day,Images/900x675-infoboxes/Volunteers-at-American-Dream-Service-Day.jpg
979,wabash-building-dorm-room,Wasbash Building dorm room,Images/900x675-infoboxes/wabash-building-dorm-room.jpg
980,Wabash-Building-from-below-Summer-at-Roosevelt,Wabash Building from below- Summer at Roosevelt,Images/900x675-infoboxes/Wabash-Building-from-below-Summer-at-Roosevelt.jpg
981,wabash-building-from-below,Wabash building from below,Images/900x675-infoboxes/wabash-building-from-below.jpg
982,Wabash-building-rooftop-garden,Wabash building rooftop garden,Images/900x675-infoboxes/Wabash-building-rooftop-garden.jpg
983,wabash-windows-with-roosevelt-spelled-out,Wabash windows with Roosevelt spelled out,Images/900x675-infoboxes/wabash-windows-with-roosevelt-spelled-out.jpg
984,Ways-to-Give,Ways to Give,Images/900x675-infoboxes/Ways-to-Give.jpg
985,who-are-we-amanda,"Amanda, College of Arts & Sciences student",Images/900x675-infoboxes/who-are-we-amanda.jpg
986,Woman-writing-and-man-standing,Woman writing and man standing,Images/900x675-infoboxes/Woman-writing-and-man-standing.jpg
987,Womens-Leadership,Womens Leadership,Images/900x675-infoboxes/Womens-Leadership.jpg
988,Womens-volleyball-team-huddle,Women's volleyball team,Images/900x675-infoboxes/Womens-volleyball-team-huddle.jpg
989,Woodwind-student-performing,Woodwind student performing,Images/900x675-infoboxes/Woodwind-student-performing.jpg
990,yasmeen-lipprand,Yasmeen Lipprand,Images/900x675-infoboxes/yasmeen-lipprand.jpg
991,Young-Professionals,Young Professionals,Images/900x675-infoboxes/Young-Professionals.jpg
992,zalewskis-basketball-tennis-infobox,Damian and Emily Zalewski,Images/900x675-infoboxes/zalewskis-basketball-tennis-infobox.jpg
993,class-lecture-wabash,class-lecture-wabash-building,Images/class-lecture-wabash.png
994,class-lecture,class-lecture-wabash-building,Images/class-lecture.jpg
995,aacosta,Andrew Acosta,Images/Faculty/aacosta.jpg
996,aanderson21,Andrew Anderson,Images/Faculty/aanderson21.jpg
997,abadue,Alexandre Bádue,Images/Faculty/abadue.jpg
998,abennett,Al Bennett,Images/Faculty/abennett.jpg
999,accarter,Andrea Carter,Images/Faculty/accarter.jpg
1000,acortes,Alejandro Cortes,Images/Faculty/acortes.jpg
1001,acusac,Anne-Marie Cusac,Images/Faculty/acusac.jpg
1002,adexter,Amy Dexter,Images/Faculty/adexter.jpg
1003,afox10,Andrew Fox,Images/Faculty/afox10.jpg
1004,agowda,Arathi Gowda,Images/Faculty/agowda.jpg
