id,name,alt,path
304,mathxposition,Students with Rubics Cubes,Images/1440x900-heroes-testimonials-stories-generalpage/mathxposition.jpg
305,Matt Kozlak,Matthew Kozlak TEI AON Scholarship Accounting HCB,Images/1440x900-heroes-testimonials-stories-generalpage/Matt Kozlak.jpg
306,Matthew-Freeman-Brittney-1440x900,Brittney Austin speaking at a podium,Images/1440x900-heroes-testimonials-stories-generalpage/Matthew-Freeman-Brittney-1440x900.jpg
307,Matthew-Freeman-Sean-1440x900,Sean Ellis Hussey speaking at a podium,Images/1440x900-heroes-testimonials-stories-generalpage/Matthew-Freeman-Sean-1440x900.jpg
308,mbire-2019-sponsors,"sponsor logos: Duke Realty, Leopardo, Pike Street Properties",Images/1440x900-heroes-testimonials-stories-generalpage/mbire-2019-sponsors.gif
309,mbre-gala,MBRE gala,Images/1440x900-heroes-testimonials-stories-generalpage/mbre-gala.jpg
310,mchenry-kids,McHenry Students,Images/1440x900-heroes-testimonials-stories-generalpage/mchenry-kids.jpg
311,McHenry-Visit,Large group of students posing for a photo in Roosevelt University lobby,Images/1440x900-heroes-testimonials-stories-generalpage/McHenry-Visit.png
312,Melissa-Conyears-Ervin-Commencement,Melissa Conyears-Ervin Commencement Speaker,Images/1440x900-heroes-testimonials-stories-generalpage/Melissa-Conyears-Ervin-Commencement.jpg
313,Melissa-Conyears-ERvin,City Treasurer & Roosevelt University Alumni Melissa Conyears-Ervin,Images/1440x900-heroes-testimonials-stories-generalpage/Melissa-Conyears-ERvin.jpg
314,Melody-Hero-Image,My Roosevelt Education Is A Dream Come True,Images/1440x900-heroes-testimonials-stories-generalpage/Melody-Hero-Image.jpg
315,mens-soccer-player-arms-outstretched,soccer players congratulating each other,Images/1440x900-heroes-testimonials-stories-generalpage/mens-soccer-player-arms-outstretched.jpg
316,merleDanridge,Merle Dandridge,Images/1440x900-heroes-testimonials-stories-generalpage/merleDanridge.jpg
317,mgmt380-winners,BSI Grand Champions,Images/1440x900-heroes-testimonials-stories-generalpage/mgmt380-winners.jpg
318,mgmt474-winners,MGMT 474 Management Consultants,Images/1440x900-heroes-testimonials-stories-generalpage/mgmt474-winners.jpg
319,michael-conwell,Michael Conwell,Images/1440x900-heroes-testimonials-stories-generalpage/michael-conwell.jpg
320,michelle-henton,Michelle Henton,Images/1440x900-heroes-testimonials-stories-generalpage/michelle-henton.jpg
321,michelle-stipp-and-dick-durbin,Michelle Stipp and Senator Dick Durbin,Images/1440x900-heroes-testimonials-stories-generalpage/michelle-stipp-and-dick-durbin.jpg
322,michelle-stipp,Michelle Stipp,Images/1440x900-heroes-testimonials-stories-generalpage/michelle-stipp.jpg
323,mitch-weakley,Mitch Weakley,Images/1440x900-heroes-testimonials-stories-generalpage/mitch-weakley.jpg
324,mobile-app-screenshot,The Roosevelt Mobile App,Images/1440x900-heroes-testimonials-stories-generalpage/mobile-app-screenshot.jpg
325,MWilton PCAOB Scholarship,Michael Wilton,Images/1440x900-heroes-testimonials-stories-generalpage/MWilton PCAOB Scholarship.png
326,Natasha-Robinson-headshot,"Natasha Robinson, criminal justice lecturer",Images/1440x900-heroes-testimonials-stories-generalpage/Natasha-Robinson-headshot.png
327,neha,Neha Kasalkar,Images/1440x900-heroes-testimonials-stories-generalpage/neha.JPG
328,New-Student-Orientation-Group-of-student-standing-at-the-AUD-entrance,New Student Orientation,Images/1440x900-heroes-testimonials-stories-generalpage/New-Student-Orientation-Group-of-student-standing-at-the-AUD-entrance.jpg
329,Nicholas-Scott,Nicholas Scott standing in front of military vehicles wearing camo,Images/1440x900-heroes-testimonials-stories-generalpage/Nicholas-Scott.jpg
330,Nicole-Wilson-Alumni-Spotlight,"Roosevelt alumna Nicole Wilson, BSBA 15",Images/1440x900-heroes-testimonials-stories-generalpage/Nicole-Wilson-Alumni-Spotlight.jpg
331,Nora-Koci,Nora Koci,Images/1440x900-heroes-testimonials-stories-generalpage/Nora-Koci.jpg
332,North-Lawndale-accounting-student-Bajesh-Punjwani-Mansfield-Lyly-Harrington-and-sociology-students,"In Chicago’s North Lawndale: Roosevelt accounting student Bajesh Punjwani, Mansfield’s Lyly Harrington, Roosevelt sociology students Edgar Moreno and Shanti Brown, Roosevelt professor Edward Green and Mansfield’s Nancy Michaels.",Images/1440x900-heroes-testimonials-stories-generalpage/North-Lawndale-accounting-student-Bajesh-Punjwani-Mansfield-Lyly-Harrington-and-sociology-students.jpg
333,Oak-Latt-Cyber-Capture-Flag-Winner,Oak Latt Cyber Capture the Flag Winner,Images/1440x900-heroes-testimonials-stories-generalpage/Oak-Latt-Cyber-Capture-Flag-Winner.jpg
334,obamaFoundationTrainees,Obama Foundation Trainees,Images/1440x900-heroes-testimonials-stories-generalpage/obamaFoundationTrainees.jpg
335,om_42-summer_session_2018-current_students-cas_homepage,Professor speaking to a classroom of student,Images/1440x900-heroes-testimonials-stories-generalpage/om_42-summer_session_2018-current_students-cas_homepage.jpg
336,onajole_oluseye_picture,Prof. Kenny Onajole,Images/1440x900-heroes-testimonials-stories-generalpage/onajole_oluseye_picture.jpg
337,ONE-volunteers-HIV-awareness,"Student volunteers stand with Professor La Vonne Downey next to a whiteboard, advertising a showing of the film ""Fire in the Blood.""",Images/1440x900-heroes-testimonials-stories-generalpage/ONE-volunteers-HIV-awareness.jpg
338,ONE-volunteers,"Roosevelt students, faculty and staff in ONE t-shirts in the dining center, where the tabling event was held.",Images/1440x900-heroes-testimonials-stories-generalpage/ONE-volunteers.jpg
339,openWeekOne,Policy Research Collaboration,Images/1440x900-heroes-testimonials-stories-generalpage/openWeekOne.jpg
340,Opera-students-performing,Opera students performing,Images/1440x900-heroes-testimonials-stories-generalpage/Opera-students-performing.jpg
341,OperaFest---Alanah,OperaFest - Alanah,Images/1440x900-heroes-testimonials-stories-generalpage/OperaFest---Alanah.jpg
342,orientation-leaders,Orientation leaders,Images/1440x900-heroes-testimonials-stories-generalpage/orientation-leaders.jpg
343,Pablo-Suaste-Cherizola,Pablo Suaste Cherizola,Images/1440x900-heroes-testimonials-stories-generalpage/Pablo-Suaste-Cherizola.jpg
344,Paralegal-Info-Session,Paralegal Info Session,Images/1440x900-heroes-testimonials-stories-generalpage/Paralegal-Info-Session.jpg
345,Paris-King-1440x900,Paris King,Images/1440x900-heroes-testimonials-stories-generalpage/Paris-King-1440x900.jpg
346,Paul-Wertico,Paul Wertico,Images/1440x900-heroes-testimonials-stories-generalpage/Paul-Wertico.jpg
347,peruMedicalMissionsTrip,"Medical Relief Mission trip to Arequipa, Peru",Images/1440x900-heroes-testimonials-stories-generalpage/peruMedicalMissionsTrip.jpg
348,pharmacy-students-puerto-rico,"COP students leading a drive to help students in Puerto Rico include (from left to right): Jimmy Nyugen, Anna Majerczak, Nilma Ortiz and Victor Santizo.",Images/1440x900-heroes-testimonials-stories-generalpage/pharmacy-students-puerto-rico.jpg
349,Policastro Reading Clinic,Professor Policastro,Images/1440x900-heroes-testimonials-stories-generalpage/Policastro Reading Clinic.jpg
350,policy-research-collab-cover-city-map,chicago city map,Images/1440x900-heroes-testimonials-stories-generalpage/policy-research-collab-cover-city-map.jpg
351,President-Ali-and-students-working-in-garden,President Ali and students working in garden,Images/1440x900-heroes-testimonials-stories-generalpage/President-Ali-and-students-working-in-garden.jpg
352,President-Ali-Malekzadeh-in-front-of-skyline,President Ali Malekzadeh in front of skyline,Images/1440x900-heroes-testimonials-stories-generalpage/President-Ali-Malekzadeh-in-front-of-skyline.jpg
353,president-krueger-malekzadeh-portrait-HIRES,Mablene Krueger and Ali Malekzadeh,Images/1440x900-heroes-testimonials-stories-generalpage/president-krueger-malekzadeh-portrait-HIRES.jpg
354,president-krueger-malekzadeh-portrait,Mablene Krueger and Ali Malekzadeh,Images/1440x900-heroes-testimonials-stories-generalpage/president-krueger-malekzadeh-portrait.jpg
355,Presidential-Awards-for-Social-Justice-header,2020 Presidential Awards for Social Justice,Images/1440x900-heroes-testimonials-stories-generalpage/Presidential-Awards-for-Social-Justice-header.jpg
356,Preview-Day-Fala-mascot,Preview Day Fala,Images/1440x900-heroes-testimonials-stories-generalpage/Preview-Day-Fala-mascot.jpg
357,Pride-Month-Roosevelt,Roosevelt University celebrates Pride Month,Images/1440x900-heroes-testimonials-stories-generalpage/Pride-Month-Roosevelt.jpg
358,Professor-in-tie-lecturing,Professor lecturing,Images/1440x900-heroes-testimonials-stories-generalpage/Professor-in-tie-lecturing.jpg
359,Professor-Jin-Ah-Kim-teaching-a-class-in-the-College-of-Education,Professor Jin-Ah Kim teaching a class in the College of Education,Images/1440x900-heroes-testimonials-stories-generalpage/Professor-Jin-Ah-Kim-teaching-a-class-in-the-College-of-Education.jpg
360,Professor-LaVonne-Downey,Professor LaVonne Downey,Images/1440x900-heroes-testimonials-stories-generalpage/Professor-LaVonne-Downey.jpg
361,profJasonAlegro,Assistant Professor of Clinical Sciences Jason Alegro,Images/1440x900-heroes-testimonials-stories-generalpage/profJasonAlegro.jpg
362,PSYC-Career-Panel,Psychology career panel participants,Images/1440x900-heroes-testimonials-stories-generalpage/PSYC-Career-Panel.jpg
363,ralphMartire-news,Ralph Martire,Images/1440x900-heroes-testimonials-stories-generalpage/ralphMartire-news.jpg
364,Ramsey-Lewis,Ramsey Lewis,Images/1440x900-heroes-testimonials-stories-generalpage/Ramsey-Lewis.jpg
365,rayford-barner,Rayford Barner,Images/1440x900-heroes-testimonials-stories-generalpage/rayford-barner.jpg
366,Rayford-Who-Are-We,Rayford - Who Are We?,Images/1440x900-heroes-testimonials-stories-generalpage/Rayford-Who-Are-We.jpg
367,Real-Estate-4th-Straight,Roosevelt Team wins the 7th Annual Eisenberg Annual Real Estate Challenge,Images/1440x900-heroes-testimonials-stories-generalpage/Real-Estate-4th-Straight.jpg
368,Real-Estate-contest-winners-HEEF-press-picture,Real Estate contest winners- HEEF press picture,Images/1440x900-heroes-testimonials-stories-generalpage/Real-Estate-contest-winners-HEEF-press-picture.jpg
369,Refaela-Beqi-holding-award,Refaela Beqi holding her US Public Health Service Excellence in Public Health Pharmacy Award for 2018/19,Images/1440x900-heroes-testimonials-stories-generalpage/Refaela-Beqi-holding-award.jpg
370,Refaela-Beqi,Refaela Beqi,Images/1440x900-heroes-testimonials-stories-generalpage/Refaela-Beqi.jpg
371,relativityAcademicPartner-of-year,Jim Fine 2017 Relativity Academic Partner of the Year,Images/1440x900-heroes-testimonials-stories-generalpage/relativityAcademicPartner-of-year.jpg
372,residents-wabash-building,Two students in dorm room,Images/1440x900-heroes-testimonials-stories-generalpage/residents-wabash-building.jpg
373,Review17-One-Psychology-Student-1440x900,Siva Sarinas (second from left) at Gigi's Playhouse.,Images/1440x900-heroes-testimonials-stories-generalpage/Review17-One-Psychology-Student-1440x900.jpg
374,Reynoso-and-Wornhoff-Celebrate-First-Gen,Yasmin Reynoso and Amanda Wornhoff at a Celebrate First-Gen mixer,Images/1440x900-heroes-testimonials-stories-generalpage/Reynoso-and-Wornhoff-Celebrate-First-Gen.jpg
375,Richard-Beyer,Richard Beyer,Images/1440x900-heroes-testimonials-stories-generalpage/Richard-Beyer.jpg
376,rick-yancey-award-winning-author,Rick Yancey award winning author,Images/1440x900-heroes-testimonials-stories-generalpage/rick-yancey-award-winning-author.jpg
377,RickYancey3,Rick Yancey,Images/1440x900-heroes-testimonials-stories-generalpage/RickYancey3.jpg
378,rimple-chirag-patel-pharmacy-grads,Rimple and Chirag Patel,Images/1440x900-heroes-testimonials-stories-generalpage/rimple-chirag-patel-pharmacy-grads.jpg
379,Rolonda-Washington-and-Loryn-Kimbrough,Rolonda Washington and Loryn Kimbrough,Images/1440x900-heroes-testimonials-stories-generalpage/Rolonda-Washington-and-Loryn-Kimbrough.jpg
380,roosevelt-a-credit-guest-artist,Roosevelt A. Credit,Images/1440x900-heroes-testimonials-stories-generalpage/roosevelt-a-credit-guest-artist.jpg
381,Roosevelt-alumna-Emily-Wilkie-BA-13,"Roosevelt alumna Emily Wilkie (BA, ’13)",Images/1440x900-heroes-testimonials-stories-generalpage/Roosevelt-alumna-Emily-Wilkie-BA-13.jpg
382,Roosevelt-group-at-Windy-City-Live,Roosevelt group at Windy City Live,Images/1440x900-heroes-testimonials-stories-generalpage/Roosevelt-group-at-Windy-City-Live.jpg
383,roosevelt-review-hero,Roosevelt Review,Images/1440x900-heroes-testimonials-stories-generalpage/roosevelt-review-hero.jpg
384,Roosevelt-sociology-student-Edgar-Moreno-and-Mansfields-Lyly-Harrington,Roosevelt sociology student Edgar Moreno and Mansfield’s Lyly Harrington.,Images/1440x900-heroes-testimonials-stories-generalpage/Roosevelt-sociology-student-Edgar-Moreno-and-Mansfields-Lyly-Harrington.jpg
385,Roosevelt-student-Ramuel-Figueroa-discusses-civic-engagement-with-Barack-Obama,Roosevelt student Ramuel Figueroa discusses civic engagement with Barack Obama,Images/1440x900-heroes-testimonials-stories-generalpage/Roosevelt-student-Ramuel-Figueroa-discusses-civic-engagement-with-Barack-Obama.jpg
386,roosevelt-team-at-huc,Roosevelt's team at Harper University Center,Images/1440x900-heroes-testimonials-stories-generalpage/roosevelt-team-at-huc.jpg
387,roosevelt-your-story,"Student smiling while crossing Michigan Avenue in Chicago, Illinois",Images/1440x900-heroes-testimonials-stories-generalpage/roosevelt-your-story.jpg
388,roshni-patel,Roshni Patel,Images/1440x900-heroes-testimonials-stories-generalpage/roshni-patel.jpg
389,RU_Hero_WebHome-2018BMLA-1440x900,Tyler Moore attends a lecture at the 2018 Black Male Leadership Academy 2018 Summer Institute,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Hero_WebHome-2018BMLA-1440x900.jpg
390,RU_WEB_ADC_AxelrodKristol_1440x900_2,"David Axelrod, David Faris, and William Kristol",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WEB_ADC_AxelrodKristol_1440x900_2.jpg
391,RU_Web_CurrentStudent_HeroContent_StudentInvolvementFair_1440x900,Student Involvement Fair,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_CurrentStudent_HeroContent_StudentInvolvementFair_1440x900.jpg
392,RU_Web_CurrentStudents_HeroContent_Basketball_1400x900-copy,Roosevelt Laker Basketball Players,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_CurrentStudents_HeroContent_Basketball_1400x900-copy.jpg
393,RU_Web_CurrentStudents_HeroContent_Beckett-Costello_1440x900,Roosevelt University student Beckett Costello,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_CurrentStudents_HeroContent_Beckett-Costello_1440x900.jpg
394,RU_Web_CurrentStudents_HeroContent_Oxfam_O2_1400x900,Students sitting on the floor,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_CurrentStudents_HeroContent_Oxfam_O2_1400x900.jpg
395,RU_Web_DACA_BuildingWithFlag_1440x900 (1),american-flag-in-front-of-AUD-and-WB,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_DACA_BuildingWithFlag_1440x900 (1).jpg
396,RU_Web_Home_CurrentStudents_OSR-Research-Symposium-1440x900,Rows of research posters in the Roosevelt University Library,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_CurrentStudents_OSR-Research-Symposium-1440x900.jpg
397,RU_Web_Home_Hero_ChristianBrian_Lincoln,"Christian J. Brian, a Roosevelt University senior biology major",Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_Hero_ChristianBrian_Lincoln.jpg
398,RU_Web_Home_Hero_Golin-Fellows-1440x900,"The first Roosevelt students to be named as Al Golin fellows include (From L to R): Karina Herrera, Alondra Ibarra, Abisola Ajayi and Darryl Langston, Jr.",Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_Hero_Golin-Fellows-1440x900.jpg
399,RU_Web_Home_Hero_IntegrationAnnoucement-1440x900,Integration steering committee looks on while RU and RMU presidents sign an agreement,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_Hero_IntegrationAnnoucement-1440x900.jpg
400,RU_Web_Home_Hero-MartinezTwins-Commencement2018,2018 Commencement at Roosevelt features twin speakers Samantha and Katia Martinez,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_Hero-MartinezTwins-Commencement2018.jpg
401,RU_Web_Home_Hero-VisitRoosevelt-1440x900,"Row of smiling prospective Roosevelt University students holding signs that say ""campus visit""",Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_Hero-VisitRoosevelt-1440x900.jpg
402,RU_Web_Home_HeroContent_AmericanDreamConference-1440x900,American Dream Reconsidered Conference 2018,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_AmericanDreamConference-1440x900.jpg
403,RU_Web_Home_HeroContent_AmericanDreamConference2018_Healthcare-1440x900,ADC 2018 Healthcare Panel,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_AmericanDreamConference2018_Healthcare-1440x900.jpg
404,RU_Web_Home_HeroContent_Campus_1400x900,Roosevelt University,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_Campus_1400x900.jpg
405,RU_Web_Home_HeroContent_CarolBrown_O3_1400x900,"Carol Brown, associate professor and chair of hospitality and tourism management for Roosevelt’s Heller College of Business teaching a class",Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_CarolBrown_O3_1400x900.jpg
406,RU_Web_Home_HeroContent_Commencement2018Speakers_1400x900,Martinez sisters to speak at Roosevelt's Commencement,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_Commencement2018Speakers_1400x900.jpg
407,RU_Web_Home_HeroContent_CulturalMindset_1400x900,"Dr. Afsaneh Nahavandi, author and University of San Diego professor, spoke to the Roosevelt community about the importance of working across cultures in today’s interconnected world.",Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_CulturalMindset_1400x900.jpg
408,RU_Web_Home_HeroContent_FacultyAwards2018_1400x900,2018 Faculty Teaching Award recipients,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_FacultyAwards2018_1400x900.jpg
409,RU_Web_Home_HeroContent_FRDLecture-1440x900,Northwestern professor David Greene at the 25th franklin and eleanor roosevelt lecture,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_FRDLecture-1440x900.jpg
410,RU_Web_Home_HeroContent_GivingTuesday-1440x900,giving Tuesday 2018,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_GivingTuesday-1440x900.jpg
411,RU_Web_Home_HeroContent_HBC_Mentoring_2_1440x900,mentorship program.,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_HBC_Mentoring_2_1440x900.jpg
412,RU_Web_Home_HeroContent_HoopDreams-1440x900,Roosevelt University men's basketball team 2017-2018,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_HoopDreams-1440x900.jpg
413,RU_Web_Home_HeroContent_HousingApplication_1400x900,Two students seated in a Wabash Building residence,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_HousingApplication_1400x900.jpg
414,RU_Web_Home_HeroContent_MajorMadness_O3-1440x900,Major Madness,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_MajorMadness_O3-1440x900.jpg
415,RU_Web_Home_HeroContent_RalphMartire_1400x900,Ralph Martire,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_RalphMartire_1400x900.jpg
416,RU_Web_Home_HeroContent_RooseveltReview_FallWinter2018-1440x900,"50 years since 1968, a Roosevelt Review article",Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_RooseveltReview_FallWinter2018-1440x900.jpg
417,RU_Web_Home_HeroContent_RoseColella_1440x900,"Rose Colella, BM '02",Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_RoseColella_1440x900.jpg
418,RU_Web_Home_HeroContent_SamuelWeiser_1400x900,Samuel Weiser,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_SamuelWeiser_1400x900.jpg
419,RU_Web_Home_HeroContent_SCH_Campus_1400x900,Roosevelt University Schaumburg Campus,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_SCH_Campus_1400x900.jpg
420,RU_Web_Home_HeroContent_spanish,Quienes Somos,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_spanish.jpg
421,RU_Web_Home_HeroContent_ThomasKernan-1440x900,Thomas Kernan was recognized as a national fellow recently,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_ThomasKernan-1440x900.jpg
422,RU_Web_Home_HeroContent_TradingRoom_HCB_O2-1440x900,HCB Trading Room reopening event,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_TradingRoom_HCB_O2-1440x900.jpg
423,RU_Web_Home_HeroContent_Wabash_1400x900,Roosevelt University - Wabash entrance,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_HeroContent_Wabash_1400x900.jpg
424,RU_Web_Home_VIVID_2018_1440x900,Orchestra performing at 2018 VIVID,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home_VIVID_2018_1440x900.jpg
425,RU_Web_Home-Current-Students_MLK-Day-1440x900,Historical image of Dr. Martin Luther King Jr. addressing his audience,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home-Current-Students_MLK-Day-1440x900.jpg
426,RU_Web_Home-Current-Students_SummerSession2019-1440x900,"Two students smiling at a Roosevelt University lecture. One has an open book, and one has a laptop in front of her. They are seated in an orange-colored room.",Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home-Current-Students_SummerSession2019-1440x900.jpg
427,RU_Web_Home-Hero_ChrisKennedy-Commencement-1440x900,"Chris Kennedy, fall 2018 commencement speaker at Roosevelt University",Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home-Hero_ChrisKennedy-Commencement-1440x900.jpg
428,RU_Web_Home-Hero_Content-Career-Closet-1440x900,Image of clothes hanging on a rack,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home-Hero_Content-Career-Closet-1440x900.jpg
429,RU_Web_Home-Holidays2018-1440x900,happy holidays from roosevelt university,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home-Holidays2018-1440x900.jpg
430,RU_Web_Home-Visit-RU_promo-1440x900,A Roosevelt student paying attention to a classroom lecture,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_Home-Visit-RU_promo-1440x900.jpg
431,RU_Web_HomePage_Hero_IrmaGomez_Commencement_1440x900,"Irma Gomez, Roosevelt Student Leader of the Year",Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_HomePage_Hero_IrmaGomez_Commencement_1440x900.jpg
432,RU_Web_HomePage_Hero_LoganFox_Percussionist_1440x900,Logan Fox,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_HomePage_Hero_LoganFox_Percussionist_1440x900.jpg
433,RU_Web_HomePage_Hero_LoganFox_Percussionist_2_1440x900,Logan Fox,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_HomePage_Hero_LoganFox_Percussionist_2_1440x900.jpg
434,RU_Web_HomePage_Hero_MengYu_1440x900,Dr. Meng Yu,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_HomePage_Hero_MengYu_1440x900.jpg
435,RU_Web_LakerDays_HeroContent_StudentGroup_1400x900,LakerDays-Hero-StudentGroup,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_LakerDays_HeroContent_StudentGroup_1400x900.jpg
436,RU_Web_SCH_HeroContent_LinkedIn_1400x900,Students Working Together,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Web_SCH_HeroContent_LinkedIn_1400x900.jpg
437,RU_WebHome_ADC-Common-Philion-1440x900,Common and Dean Tom Philion speak at the 2018 American Dream Reconsidered Conference,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_ADC-Common-Philion-1440x900.jpg
438,RU_WebHome_ADC2018-ServiceDay1440x900,ADC 2018 Service Day,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_ADC2018-ServiceDay1440x900.jpg
439,RU_WebHome_Current-Students-Ludwig-1440x900,Senior at Roosevelt University Jake Ludwig on the basketball court,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Current-Students-Ludwig-1440x900.jpg
440,RU_WebHome_CurrentStudents-SpiritDay2019-1440x900,"Smiling girl against a bright orange background, wearing a Roosevelt t-shirt and holding a signed beach ball.",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_CurrentStudents-SpiritDay2019-1440x900.jpg
441,RU_WebHome_CurrentStudents-TimuelBlack-1440x900,Timuel Black speaks at DuSable High School. Image courtesy Chicago Tribune,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_CurrentStudents-TimuelBlack-1440x900.jpg
442,RU_WebHome_Hero_CCPA-Matthew-Shepard-1440x900,Students in a performance holding candles against a dark background,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero_CCPA-Matthew-Shepard-1440x900.jpg
443,RU_WebHome_Hero_Content-COP-graduates-NAPLEX-1440x900,Pharmacy students at a lab bench taking notes during a lecture,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero_Content-COP-graduates-NAPLEX-1440x900.jpg
444,RU_WebHome_Hero_Content-PresidentAward2019-group-1440x900,All the 2019 Social Justice Award Winners,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero_Content-PresidentAward2019-group-1440x900.jpg
445,RU_WebHome_Hero_Mariott-Talk-1440x900,Richard E. Marriott poses for pictures with HCB Hospitality students.,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero_Mariott-Talk-1440x900.jpg
446,RU_WebHome_Hero_PresidentialAwardsForSocialJustice1440x900,Graphic image white text with green background.,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero_PresidentialAwardsForSocialJustice1440x900.jpg
447,RU_WebHome_Hero_Ron_Kubit_BOT-2019--1440x900,New Roosevelt Board of Trustee member Ron Kubit,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero_Ron_Kubit_BOT-2019--1440x900.jpg
448,RU_WebHome_Hero-2019CommencementSpeaker_Abel-1440x900,"Abel Rodriguez, student commencement speaker, spring 2019",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-2019CommencementSpeaker_Abel-1440x900.jpg
449,RU_WebHome_Hero-2019CommencementSpeaker_Alex-1440x900,"Alex Fruin, student commencement speaker",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-2019CommencementSpeaker_Alex-1440x900.jpg
450,RU_WebHome_Hero-CommitmentDay-1440x900,"Group of smiling students who committed to an education at Roosevelt, standing together in a hallway.",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-CommitmentDay-1440x900.jpg
451,RU_WebHome_Hero-Content_PresidentAward-Alex-Fruin-1440x900,Alex Fruin accepts 2019 Social Justice Award,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-Content_PresidentAward-Alex-Fruin-1440x900.jpg
452,RU_WebHome_Hero-Conyears-Ervin-Treasurer-1,"Roosevelt alum Melissa Conyears-Ervin, who is running for the city of Chicago treasurer in 2019",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-Conyears-Ervin-Treasurer-1.jpg
453,RU_WebHome_Hero-DiverseSimilingStudents-1440x900,Are you ready to take your place at Roosevelt University?,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-DiverseSimilingStudents-1440x900.jpg
